ID,Age,Gender,Marital Status,Education Field,Education Level,Miles from Home to Work,Department Name,Job Role Name,Job Level,Business Travel Frequency,Yearly Income,Absences per Year,Job Involvement,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance Satisfaction,Last Salary Increase (%),Amount of Stock Option,Number of Training Sessions Last Year,Number of Other Companies,Total Active Years,Years at Current Company,Years Since Last Promotion,Years with Current Manager,Attrition
1641,40,Male,Married,Life Sciences,Master,1,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,69320,14,High,3,1.0,,3.0,13,None,5,1.0,5.0,5,1,2,No
1642,41,Male,Married,Medical,Master,10,Research & Development,Research Scientist,Manager,Travel_Rarely,57430,14,Very High,3,1.0,3.0,3.0,12,High,2,2.0,7.0,5,1,4,No
1643,31,Male,Divorced,Medical,College,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,39750,13,High,3,3.0,1.0,2.0,15,Low,3,1.0,5.0,5,4,3,No
1644,37,Male,Married,Life Sciences,Below College,24,Research & Development,Sales Executive,Mid Level,Travel_Rarely,32910,7,Medium,3,2.0,2.0,3.0,16,High,2,1.0,5.0,5,0,3,No
1645,54,Male,Single,Life Sciences,Bachelor,9,Research & Development,Laboratory Technician,Entry Level,Non-Travel,196130,19,High,3,4.0,4.0,3.0,17,None,5,2.0,23.0,5,4,4,No
1646,53,Male,Married,Life Sciences,Below College,,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,28590,19,High,3,,,3.0,18,Low,2,3.0,32.0,5,1,3,No
1647,23,Male,Single,Life Sciences,Bachelor,,Research & Development,Research Scientist,Mid Level,Travel_Rarely,191870,12,High,3,4.0,4.0,4.0,11,Low,2,1.0,5.0,5,1,4,No
1648,40,Male,Married,Life Sciences,Master,,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,69320,15,High,3,1.0,4.0,3.0,13,None,5,1.0,5.0,5,1,2,No
1649,30,Male,Married,Life Sciences,Bachelor,,Sales,Healthcare Representative,Mid Level,Travel_Rarely,40000,17,Medium,3,3.0,1.0,3.0,12,None,5,4.0,7.0,5,0,1,Yes
1650,29,Female,Single,Medical,Below College,,Research & Development,Manager,Mid Level,Travel_Rarely,41630,14,Medium,3,,3.0,3.0,15,Low,4,9.0,8.0,5,1,4,No
1651,35,Female,Single,Life Sciences,Bachelor,6,Research & Development,Laboratory Technician,Senior Level,Travel_Rarely,31020,7,Medium,3,3.0,3.0,1.0,13,Low,3,1.0,6.0,5,1,4,No
1652,25,Male,Single,Human Resources,College,,Human Resources,Manufacturing Director,Entry Level,Travel_Rarely,86330,19,Very High,3,4.0,2.0,3.0,19,Low,2,1.0,5.0,5,1,3,No
1653,30,Female,Single,Medical,Master,5,Sales,Manufacturing Director,Mid Level,Travel_Rarely,54100,20,High,3,3.0,2.0,3.0,17,Low,2,0.0,6.0,5,4,4,No
1654,58,Male,Divorced,Life Sciences,Bachelor,2,Research & Development,Manufacturing Director,Mid Level,Non-Travel,39680,7,Medium,3,3.0,4.0,3.0,13,Medium,3,2.0,12.0,5,1,2,No
1655,27,Male,Married,Medical,Master,5,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,47350,15,High,3,2.0,3.0,2.0,13,None,2,0.0,6.0,5,1,1,No
1656,30,Female,Single,Life Sciences,Master,10,Research & Development,Research Scientist,Mid Level,Travel_Rarely,55620,16,Medium,3,1.0,4.0,3.0,13,None,3,5.0,8.0,5,0,4,Yes
1657,29,Male,Single,Medical,Bachelor,,Research & Development,Sales Representative,Mid Level,Travel_Rarely,75530,7,High,3,1.0,4.0,1.0,19,None,3,1.0,5.0,5,0,4,No
1658,36,Male,Married,Technical Degree,Below College,5,Research & Development,Sales Executive,Entry Level,Travel_Frequently,13590,9,High,3,4.0,3.0,3.0,12,None,2,4.0,17.0,5,0,3,No
1659,25,Female,Married,Life Sciences,Bachelor,11,Sales,Laboratory Technician,Entry Level,Travel_Rarely,23110,4,High,3,1.0,3.0,3.0,11,Low,2,1.0,5.0,5,0,3,No
1660,53,Male,Married,Marketing,Bachelor,6,Sales,Sales Executive,Manager,Travel_Rarely,23250,2,Very High,3,4.0,1.0,3.0,18,Low,1,7.0,35.0,5,0,4,No
1661,47,Male,Single,Life Sciences,Bachelor,4,Research & Development,Research Director,Entry Level,Travel_Frequently,27740,14,High,3,3.0,2.0,3.0,13,Low,2,4.0,8.0,5,1,3,Yes
1662,37,Male,Married,Life Sciences,Bachelor,5,Research & Development,Research Scientist,Manager,Travel_Rarely,21440,19,Very High,3,1.0,3.0,3.0,19,None,3,6.0,17.0,5,0,3,No
1663,54,Male,,Medical,College,9,Research & Development,Sales Representative,Mid Level,Travel_Frequently,29830,7,Medium,3,3.0,4.0,1.0,14,Low,2,7.0,33.0,5,1,4,No
1664,44,Male,Single,Other,Below College,5,Research & Development,Research Scientist,Senior Level,Travel_Rarely,52280,17,Very High,3,2.0,4.0,,13,None,2,1.0,6.0,5,1,3,No
1665,43,Male,,Life Sciences,Master,27,Sales,Sales Representative,Mid Level,Travel_Rarely,39770,16,High,3,3.0,3.0,3.0,18,Low,3,4.0,8.0,5,0,2,No
1666,49,Male,Single,Marketing,Master,3,Sales,Sales Executive,Entry Level,Travel_Rarely,47280,8,High,3,4.0,4.0,4.0,11,Low,4,3.0,8.0,5,0,4,No
1667,47,Male,Divorced,Technical Degree,Bachelor,1,Research & Development,Manufacturing Director,Executive,Travel_Rarely,135700,18,Medium,3,4.0,1.0,3.0,16,Medium,2,5.0,20.0,5,0,4,No
1668,39,Female,Married,Other,Bachelor,,Research & Development,Human Resources,Senior Level,Travel_Rarely,68040,18,Medium,3,4.0,4.0,3.0,14,Low,3,8.0,13.0,5,0,4,No
1669,33,Female,Married,Life Sciences,Master,28,Research & Development,Manager,Entry Level,Travel_Rarely,60910,3,Low,3,3.0,2.0,3.0,15,None,6,1.0,5.0,5,1,4,No
1670,40,Female,Divorced,Medical,College,27,Sales,Sales Executive,Senior Level,Travel_Rarely,102740,16,High,3,4.0,3.0,3.0,18,None,3,4.0,12.0,5,0,3,No
1671,47,Male,Single,Life Sciences,Bachelor,4,Research & Development,Research Director,Entry Level,Travel_Frequently,27740,17,High,3,3.0,2.0,3.0,13,Low,2,4.0,,5,1,3,Yes
1672,27,Female,Single,Medical,College,13,Research & Development,Research Director,Manager,Travel_Rarely,28560,8,Very High,3,3.0,4.0,3.0,12,Medium,5,1.0,5.0,5,0,4,No
1673,32,Female,Single,Life Sciences,Master,2,Research & Development,Research Director,Mid Level,Travel_Rarely,41480,7,Medium,3,1.0,1.0,4.0,15,None,0,7.0,10.0,5,0,4,Yes
1674,36,Male,Single,Life Sciences,Bachelor,1,Research & Development,Research Director,Entry Level,Travel_Rarely,54860,20,High,3,1.0,3.0,3.0,12,Low,2,7.0,10.0,5,0,3,Yes
1675,37,Female,Married,Life Sciences,Master,,Research & Development,Human Resources,Senior Level,Travel_Frequently,35640,14,Low,3,4.0,3.0,3.0,11,None,1,5.0,10.0,5,0,0,No
1676,31,Male,Single,Medical,Bachelor,7,Research & Development,Research Scientist,Mid Level,Travel_Frequently,36170,18,High,4,1.0,4.0,3.0,21,Low,5,7.0,10.0,5,0,3,No
1677,57,Male,Divorced,Life Sciences,Bachelor,3,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,20130,11,High,3,4.0,3.0,1.0,14,Low,5,3.0,12.0,5,1,4,No
1678,30,Male,Divorced,Life Sciences,College,1,Research & Development,Sales Executive,Senior Level,Travel_Rarely,102210,22,High,3,3.0,3.0,4.0,19,Low,2,0.0,6.0,5,1,3,No
1679,31,Female,Single,Life Sciences,Below College,,Research & Development,Research Scientist,Entry Level,Travel_Frequently,41890,12,Medium,4,2.0,3.0,4.0,23,Low,3,0.0,6.0,5,1,4,Yes
1680,32,Female,Single,Life Sciences,Master,2,Research & Development,Research Director,Mid Level,Travel_Rarely,41480,19,Medium,3,1.0,1.0,4.0,15,None,0,7.0,10.0,5,0,4,Yes
1681,25,Male,Single,Human Resources,College,7,Human Resources,Manufacturing Director,Entry Level,Travel_Rarely,86330,12,Very High,3,4.0,2.0,3.0,19,Low,2,1.0,5.0,5,1,3,No
1682,28,Male,Married,Medical,Master,9,Sales,Laboratory Technician,Mid Level,Non-Travel,23670,19,Medium,3,3.0,2.0,4.0,13,None,2,1.0,5.0,5,0,4,No
1683,47,Male,,Medical,Master,25,Research & Development,Research Scientist,Mid Level,Travel_Rarely,148520,17,Medium,3,3.0,4.0,3.0,19,High,3,3.0,27.0,5,1,0,No
1684,27,Male,Married,Technical Degree,College,3,Sales,Healthcare Representative,Mid Level,Travel_Rarely,135770,21,High,3,2.0,2.0,2.0,12,Low,2,1.0,6.0,5,1,2,No
1685,28,Male,Married,Marketing,Master,,Sales,Sales Executive,Entry Level,Travel_Rarely,93550,12,High,3,2.0,,1.0,11,None,4,0.0,6.0,5,0,4,No
1686,35,Female,Single,Medical,College,15,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,54060,17,High,3,3.0,4.0,3.0,12,Low,2,0.0,6.0,5,4,3,No
1687,44,Male,Divorced,Life Sciences,Master,,Sales,Research Scientist,Entry Level,Travel_Frequently,28440,17,Very High,3,2.0,3.0,2.0,12,None,2,1.0,6.0,5,2,3,Yes
1688,38,Female,Married,Medical,Bachelor,2,Research & Development,Sales Executive,Senior Level,Travel_Rarely,49080,6,Medium,3,2.0,3.0,3.0,19,Low,3,4.0,7.0,5,1,4,Yes
1689,28,Female,Single,Technical Degree,College,,Research & Development,Research Scientist,Entry Level,Travel_Rarely,176390,16,High,3,,,3.0,13,Low,0,0.0,6.0,5,1,3,No
1690,32,Female,Single,Medical,Bachelor,,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,45810,18,High,3,3.0,3.0,3.0,14,Low,3,3.0,8.0,5,1,4,No
1691,27,Male,Divorced,Medical,Master,22,Sales,Sales Representative,Entry Level,Travel_Rarely,22060,18,High,3,3.0,1.0,2.0,14,Low,4,0.0,6.0,5,0,3,No
1692,43,Male,Married,Medical,Bachelor,1,Research & Development,Laboratory Technician,Entry Level,Travel_Frequently,52650,18,High,3,4.0,4.0,2.0,11,Low,4,4.0,12.0,5,2,2,No
1693,33,Male,Married,Life Sciences,College,7,Research & Development,Research Scientist,Mid Level,Travel_Rarely,37370,19,High,4,2.0,1.0,3.0,22,Medium,2,8.0,8.0,5,0,2,No
1694,28,Male,Married,Life Sciences,Bachelor,1,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,25920,23,High,3,4.0,4.0,2.0,14,None,2,1.0,5.0,5,0,4,No
1695,31,Male,Married,Life Sciences,College,14,Research & Development,Sales Executive,Entry Level,Travel_Rarely,167560,14,High,3,3.0,2.0,4.0,11,Medium,5,1.0,6.0,5,0,3,No
1696,30,Female,Single,Life Sciences,Master,10,Research & Development,Research Scientist,Mid Level,Travel_Rarely,55620,19,Medium,3,1.0,4.0,3.0,13,None,3,5.0,8.0,5,0,4,Yes
1697,33,Male,Single,Life Sciences,Below College,,Research & Development,Research Scientist,Entry Level,Travel_Rarely,42560,18,High,3,2.0,4.0,3.0,13,High,1,1.0,5.0,5,0,2,No
1698,34,Male,Married,Medical,College,8,Research & Development,Research Scientist,Entry Level,Travel_Rarely,58780,10,High,3,2.0,1.0,3.0,14,None,1,1.0,5.0,5,1,3,No
1699,36,Male,Single,Medical,Bachelor,1,Research & Development,Sales Executive,Mid Level,Travel_Rarely,53090,13,High,3,2.0,1.0,,13,None,5,3.0,15.0,5,0,1,No
1700,39,Female,,Marketing,Bachelor,10,Sales,Research Director,Mid Level,Travel_Rarely,26840,20,High,3,2.0,4.0,3.0,12,None,2,4.0,7.0,5,1,0,No
1701,27,Male,Divorced,Medical,Master,22,Sales,Sales Representative,Entry Level,Travel_Rarely,22060,10,High,3,,1.0,2.0,14,Low,4,0.0,6.0,5,0,3,No
1702,28,Male,Married,Medical,Master,,Sales,Laboratory Technician,Mid Level,Non-Travel,23670,13,Medium,3,3.0,2.0,4.0,13,None,2,1.0,5.0,5,0,4,No
1703,56,Male,Divorced,Other,College,3,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,44490,8,Low,3,1.0,4.0,3.0,15,None,3,4.0,28.0,5,4,2,No
1704,35,Female,Single,Medical,College,15,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,54060,10,High,3,3.0,4.0,3.0,12,Low,2,0.0,6.0,5,4,3,No
1705,44,Male,Single,Life Sciences,College,,Research & Development,Research Scientist,Entry Level,Non-Travel,135030,17,Medium,3,3.0,1.0,3.0,12,None,6,2.0,9.0,5,1,4,No
1706,24,Male,Single,Medical,College,,Research & Development,Research Scientist,Entry Level,Travel_Rarely,104220,13,Medium,3,2.0,1.0,3.0,17,Low,0,1.0,6.0,5,1,4,Yes
1707,43,Female,,Technical Degree,Doctor,,Sales,Research Director,Entry Level,Travel_Rarely,12740,15,Medium,3,,4.0,2.0,19,None,3,1.0,6.0,5,1,4,No
1708,27,Male,Married,Medical,Master,11,Human Resources,Sales Executive,Manager,Travel_Rarely,66320,7,High,3,1.0,2.0,4.0,16,None,3,0.0,6.0,5,1,4,No
1709,34,Male,Single,Life Sciences,Master,,Research & Development,Laboratory Technician,Senior Level,Travel_Frequently,23480,19,High,3,4.0,3.0,3.0,14,Low,3,1.0,6.0,5,1,3,No
1710,59,Female,Single,Medical,Master,16,Research & Development,Laboratory Technician,Executive,Travel_Rarely,186650,5,Medium,3,,3.0,3.0,12,None,3,3.0,30.0,5,4,3,No
1711,27,Male,Single,Life Sciences,Master,8,Sales,Research Scientist,Executive,Travel_Frequently,21070,4,High,3,4.0,4.0,2.0,13,None,2,0.0,6.0,5,0,2,No
1712,29,Female,Married,Life Sciences,Master,,Research & Development,Sales Representative,Entry Level,Travel_Rarely,48410,7,High,3,2.0,3.0,3.0,11,None,3,0.0,6.0,5,0,4,No
1713,37,Male,Married,Life Sciences,Bachelor,,Research & Development,Research Scientist,Manager,Travel_Rarely,21440,18,Very High,3,1.0,3.0,3.0,19,None,3,6.0,17.0,5,0,3,No
1714,44,Male,Divorced,Life Sciences,Master,10,Sales,Research Scientist,Entry Level,Travel_Frequently,28440,6,Very High,3,2.0,3.0,2.0,12,None,2,1.0,6.0,5,2,3,Yes
1715,48,Male,,Life Sciences,Below College,2,Sales,Sales Executive,Mid Level,Non-Travel,23700,15,High,3,4.0,1.0,,11,None,3,2.0,27.0,5,2,1,No
1716,37,Male,Married,Life Sciences,Bachelor,,Research & Development,Research Scientist,Manager,Travel_Rarely,21440,9,Very High,3,1.0,3.0,3.0,19,None,3,6.0,17.0,5,0,3,No
1717,31,Female,Married,Medical,Below College,4,Sales,Research Scientist,Senior Level,Non-Travel,96100,6,Medium,3,3.0,3.0,3.0,11,Low,2,0.0,6.0,5,1,4,No
1718,56,Female,Married,Life Sciences,College,1,Research & Development,Manufacturing Director,Mid Level,Travel_Frequently,52280,12,High,3,3.0,1.0,3.0,11,None,4,2.0,18.0,5,0,3,No
1719,38,Female,Divorced,Life Sciences,Master,,Research & Development,Sales Representative,Entry Level,Travel_Rarely,44900,9,High,4,4.0,2.0,4.0,21,Low,1,2.0,10.0,5,0,3,No
1720,52,Female,Married,Life Sciences,College,26,Research & Development,Sales Representative,Mid Level,Travel_Rarely,33750,17,Medium,4,3.0,4.0,3.0,21,None,2,2.0,28.0,5,0,4,No
1721,26,Male,,Medical,Bachelor,3,Research & Development,Laboratory Technician,Mid Level,Travel_Frequently,139640,12,Medium,3,3.0,1.0,3.0,11,Medium,1,1.0,5.0,5,1,3,No
1722,43,Male,Divorced,Medical,College,6,Research & Development,Healthcare Representative,Entry Level,Non-Travel,20280,18,Medium,4,,4.0,4.0,20,Low,2,4.0,7.0,5,2,2,No
1723,41,Male,Divorced,Medical,Doctor,1,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,40810,9,High,3,2.0,3.0,3.0,13,None,3,2.0,14.0,5,0,4,No
1724,54,Female,Divorced,Medical,Master,,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,49630,20,High,3,1.0,4.0,3.0,15,Low,2,9.0,9.0,5,1,4,No
1725,37,Male,Divorced,Technical Degree,Master,2,Sales,Manufacturing Director,Mid Level,Travel_Rarely,61720,6,High,3,1.0,4.0,2.0,11,None,1,0.0,6.0,5,4,3,No
1726,36,Female,Divorced,Medical,College,2,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,114160,10,High,3,1.0,4.0,3.0,16,None,2,6.0,13.0,5,0,4,No
1727,35,Male,,Medical,Below College,25,Research & Development,Sales Executive,Entry Level,Travel_Rarely,54100,7,High,3,1.0,2.0,1.0,18,None,4,0.0,6.0,5,0,4,No
1728,36,Male,Married,Life Sciences,Bachelor,1,Research & Development,Research Scientist,Mid Level,Non-Travel,28380,15,Low,3,2.0,1.0,3.0,19,Medium,5,1.0,5.0,5,0,2,No
1729,32,Male,Married,Other,Master,,Research & Development,Sales Executive,Manager,Travel_Frequently,193280,7,High,3,2.0,2.0,1.0,15,High,2,1.0,5.0,5,0,3,No
1730,37,Female,Single,Life Sciences,Bachelor,1,Research & Development,Sales Executive,Senior Level,Travel_Rarely,52070,18,High,3,3.0,1.0,4.0,17,High,3,4.0,16.0,5,0,2,No
1731,41,Female,Married,Life Sciences,Bachelor,5,Research & Development,Sales Executive,Entry Level,Travel_Rarely,66230,11,High,3,2.0,3.0,3.0,18,None,3,5.0,14.0,5,1,4,No
1732,42,Female,Divorced,Medical,Bachelor,2,Research & Development,Manager,Manager,Travel_Rarely,110310,14,Medium,3,1.0,2.0,3.0,12,Low,2,3.0,8.0,5,1,2,No
1733,23,Female,Single,Life Sciences,Bachelor,6,Human Resources,Laboratory Technician,Senior Level,Travel_Rarely,49690,20,High,3,3.0,4.0,3.0,12,None,3,1.0,5.0,5,1,2,Yes
1734,30,Male,Divorced,Life Sciences,College,1,Research & Development,Sales Executive,Senior Level,Travel_Rarely,102210,7,High,3,3.0,3.0,4.0,19,Low,2,0.0,6.0,5,1,3,No
1735,50,Female,Single,Life Sciences,Bachelor,4,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,43740,6,Very High,3,2.0,3.0,3.0,15,Low,5,3.0,21.0,5,4,4,No
1736,45,Female,,Medical,Below College,26,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,27940,22,High,3,4.0,4.0,3.0,19,Low,2,3.0,8.0,5,0,2,No
1737,55,Female,Married,Life Sciences,Bachelor,2,Research & Development,Human Resources,Entry Level,Travel_Rarely,27810,8,High,3,4.0,2.0,4.0,13,Low,2,8.0,19.0,5,0,4,No
1738,29,Male,Married,Other,Master,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,20960,17,Very High,4,1.0,1.0,2.0,22,None,2,0.0,6.0,5,0,2,No
1739,31,Male,Married,Life Sciences,College,,Research & Development,Sales Executive,Entry Level,Travel_Rarely,167560,21,High,3,3.0,2.0,4.0,11,Medium,5,1.0,6.0,5,0,3,No
1740,33,Female,Single,Medical,Master,,Research & Development,Manufacturing Director,Manager,Travel_Rarely,44650,7,High,3,4.0,2.0,3.0,13,None,3,0.0,6.0,5,1,4,No
1741,29,Female,,Life Sciences,Master,28,Research & Development,Sales Representative,Entry Level,Travel_Rarely,48410,5,High,3,2.0,3.0,3.0,11,None,3,0.0,6.0,5,0,4,No
1742,42,Female,Divorced,Medical,Bachelor,2,Research & Development,Manager,Manager,Travel_Rarely,110310,17,Medium,3,1.0,2.0,3.0,12,Low,2,3.0,8.0,5,1,2,No
1743,28,Female,,Life Sciences,Bachelor,,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,111590,23,High,3,1.0,3.0,3.0,12,None,2,1.0,5.0,5,0,4,No
1744,31,Female,Married,Technical Degree,Below College,20,Research & Development,Research Scientist,Senior Level,Travel_Rarely,99070,12,Medium,3,4.0,3.0,3.0,13,Low,3,0.0,6.0,5,0,3,No
1745,51,Female,Single,Medical,Below College,4,Research & Development,Manufacturing Director,Senior Level,Travel_Rarely,40280,22,High,3,2.0,4.0,2.0,14,None,3,3.0,29.0,5,0,3,No
1746,55,Female,Married,Life Sciences,Bachelor,2,Research & Development,Human Resources,Entry Level,Travel_Rarely,27810,23,High,3,4.0,2.0,4.0,13,Low,2,8.0,19.0,5,0,4,No
1747,26,Male,Divorced,Medical,Bachelor,3,Research & Development,Laboratory Technician,Mid Level,Travel_Frequently,139640,15,Medium,3,3.0,1.0,3.0,11,Medium,1,1.0,5.0,5,1,3,No
1748,30,Male,Single,Marketing,Bachelor,25,Sales,Sales Executive,Entry Level,Travel_Rarely,24060,10,High,4,4.0,3.0,3.0,20,Low,5,2.0,11.0,5,0,2,No
1749,35,Male,Single,Medical,Master,16,Research & Development,Human Resources,Mid Level,Travel_Rarely,95260,7,Medium,3,3.0,1.0,3.0,15,None,2,1.0,5.0,5,0,3,No
1750,44,Male,Single,Life Sciences,Bachelor,5,Research & Development,Laboratory Technician,Entry Level,Non-Travel,23190,23,Medium,3,3.0,3.0,3.0,18,None,4,3.0,7.0,5,0,3,No
1751,41,Male,Divorced,Medical,Doctor,,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,40810,21,High,3,2.0,3.0,3.0,13,None,3,2.0,14.0,5,0,4,No
1752,34,Male,Divorced,Life Sciences,College,,Sales,Research Scientist,Mid Level,Non-Travel,86210,11,High,3,3.0,1.0,3.0,17,Low,1,1.0,5.0,5,0,0,No
1753,33,Female,Married,Medical,Bachelor,,Research & Development,Sales Executive,Entry Level,Travel_Frequently,87930,15,High,3,4.0,2.0,4.0,17,None,2,6.0,8.0,5,1,2,No
1754,29,Male,,Medical,Bachelor,5,Research & Development,Sales Representative,Mid Level,Travel_Rarely,75530,23,High,3,1.0,4.0,1.0,19,None,3,1.0,5.0,5,0,4,No
1755,51,Female,Single,Medical,Below College,4,Research & Development,Manufacturing Director,Senior Level,Travel_Rarely,40280,10,High,3,2.0,4.0,2.0,14,None,3,3.0,29.0,5,0,3,No
1756,58,Male,Divorced,Life Sciences,Bachelor,2,Research & Development,Manufacturing Director,Mid Level,Non-Travel,39680,7,Medium,3,3.0,4.0,3.0,13,Medium,3,2.0,12.0,5,1,2,No
1757,40,Male,Single,Medical,Bachelor,2,Research & Development,Research Director,Mid Level,Travel_Rarely,47750,8,Very High,3,,4.0,1.0,15,Low,3,3.0,15.0,5,1,0,Yes
1758,57,Male,Divorced,Life Sciences,Bachelor,3,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,20130,14,High,3,4.0,3.0,1.0,14,Low,5,3.0,12.0,5,1,4,No
1759,38,Female,Married,Life Sciences,Master,2,Research & Development,Sales Executive,Senior Level,Travel_Rarely,50790,12,High,3,3.0,4.0,4.0,11,None,3,3.0,10.0,5,0,2,No
1760,26,Female,Single,Marketing,Bachelor,,Sales,Healthcare Representative,Entry Level,Travel_Rarely,30330,12,Medium,3,4.0,3.0,3.0,12,None,2,1.0,5.0,5,1,2,No
1761,50,Female,Divorced,Life Sciences,Below College,,Sales,Manufacturing Director,Entry Level,Travel_Rarely,52490,19,Medium,4,4.0,4.0,2.0,21,Medium,2,9.0,32.0,5,1,3,No
1762,39,Female,Married,Technical Degree,Master,,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,104750,2,High,3,4.0,1.0,,11,Low,3,3.0,8.0,5,1,4,No
1763,33,Male,Single,Life Sciences,College,,Research & Development,Sales Executive,Entry Level,Travel_Rarely,49360,15,Medium,3,1.0,1.0,3.0,14,None,2,0.0,6.0,5,0,3,Yes
1764,45,Male,Divorced,Medical,College,24,Research & Development,Sales Executive,Mid Level,Travel_Rarely,54760,16,High,3,1.0,3.0,4.0,13,Low,3,4.0,9.0,5,0,3,No
1765,37,Male,Married,Life Sciences,Below College,,Research & Development,Sales Executive,Mid Level,Travel_Rarely,32910,15,Medium,3,2.0,2.0,3.0,16,High,2,1.0,5.0,5,0,3,No
1766,34,Female,Married,Life Sciences,College,27,Research & Development,Sales Representative,Entry Level,Non-Travel,36920,18,High,3,1.0,4.0,3.0,12,Low,5,1.0,5.0,5,3,0,Yes
1767,37,Male,Divorced,Medical,Bachelor,1,Research & Development,Sales Executive,Mid Level,Non-Travel,41270,3,High,3,4.0,1.0,3.0,13,Low,2,2.0,15.0,5,0,2,No
1768,40,Female,Divorced,Medical,College,,Sales,Sales Executive,Senior Level,Travel_Rarely,102740,5,High,3,4.0,3.0,,18,None,3,4.0,12.0,5,0,3,No
1769,26,Female,Single,Marketing,Bachelor,,Sales,Healthcare Representative,Entry Level,Travel_Rarely,30330,10,Medium,3,4.0,3.0,3.0,12,None,2,1.0,5.0,5,1,2,No
1770,38,Female,Married,Life Sciences,Master,2,Research & Development,Sales Executive,Senior Level,Travel_Rarely,50790,6,High,3,3.0,4.0,4.0,11,None,3,3.0,10.0,5,0,2,No
1771,53,Male,Married,Life Sciences,Below College,7,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,28590,15,High,3,3.0,,,18,Low,2,3.0,32.0,5,1,3,No
1772,36,Female,Divorced,Medical,College,,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,114160,11,High,3,1.0,4.0,3.0,16,None,2,6.0,13.0,5,0,4,No
1773,38,Female,Married,Life Sciences,College,8,Research & Development,Sales Executive,Mid Level,Travel_Rarely,32010,15,Medium,3,,4.0,3.0,11,Low,3,1.0,5.0,5,0,4,No
1774,26,Female,Married,Medical,Master,5,Research & Development,Sales Executive,Mid Level,Travel_Rarely,46820,18,Low,3,1.0,,3.0,11,Low,3,1.0,6.0,5,1,3,No
1775,31,Female,Divorced,Life Sciences,Master,,Research & Development,Sales Executive,Entry Level,Travel_Rarely,29090,8,High,3,4.0,3.0,2.0,14,Medium,2,9.0,10.0,5,0,1,No
1776,27,Male,,Life Sciences,Bachelor,2,Sales,Sales Executive,Entry Level,Travel_Rarely,23670,15,High,3,2.0,4.0,3.0,12,Low,2,,5.0,5,0,4,No
1777,41,Male,Married,Medical,College,2,Sales,Healthcare Representative,Entry Level,Travel_Rarely,23870,12,Low,3,4.0,,3.0,17,Low,1,3.0,12.0,5,1,0,No
1778,45,Male,Single,Life Sciences,Bachelor,24,Sales,Laboratory Technician,Entry Level,Travel_Rarely,36290,14,Very High,3,3.0,4.0,3.0,16,Low,2,8.0,8.0,5,0,1,No
1779,42,Female,Married,Technical Degree,Below College,,Research & Development,Research Scientist,Mid Level,Travel_Rarely,199990,12,High,4,4.0,3.0,,23,Low,6,2.0,17.0,5,1,3,No
1780,35,Male,Married,Human Resources,Bachelor,,Human Resources,Laboratory Technician,Senior Level,Travel_Rarely,136750,18,Medium,3,3.0,,3.0,15,High,5,1.0,5.0,5,1,0,No
1781,47,Male,Married,Medical,Master,,Research & Development,Research Scientist,Mid Level,Travel_Rarely,148520,7,Medium,3,,4.0,3.0,19,High,3,3.0,27.0,5,1,0,No
1782,38,Male,Single,Life Sciences,Bachelor,,Sales,Research Director,Mid Level,Non-Travel,100480,8,High,4,4.0,3.0,3.0,23,Low,2,1.0,6.0,5,1,3,No
1783,41,Female,,Life Sciences,College,9,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,54870,10,High,3,2.0,4.0,3.0,19,Medium,0,6.0,8.0,5,1,2,No
1784,53,Male,Married,Marketing,Bachelor,,Sales,Sales Executive,Manager,Travel_Rarely,23250,11,Very High,3,4.0,1.0,3.0,18,Low,1,7.0,35.0,5,0,4,No
1785,52,Female,,Life Sciences,College,26,Research & Development,Sales Representative,Mid Level,Travel_Rarely,33750,16,Medium,4,3.0,4.0,3.0,21,None,2,2.0,28.0,5,0,4,No
1786,40,Male,Divorced,Medical,College,6,Research & Development,Research Scientist,Senior Level,Travel_Rarely,43320,14,Medium,3,2.0,,3.0,14,Medium,3,7.0,8.0,5,1,3,No
